match_id,season,start_time_utc,team1_id,team2_id,team1_name,team2_name,venue_id,venue_name,stage,team1_elo,team2_elo,bookmaker_prob_team2,elo_diff,batting_strength_diff,bowling_strength_diff,all_rounder_balance_diff,spin_strength_diff,pace_strength_diff,death_overs_strength_diff,team_recent_win_pct_diff,head_to_head_win_pct_diff,venue_win_bias_diff,rest_days_diff,recent_run_rate_diff,recent_wicket_margin_diff,probable_xi_count_diff,probable_xi_batting_form_diff,probable_xi_bowling_form_diff,probable_xi_runs_avg_diff,probable_xi_strike_rate_diff,probable_xi_boundary_pct_diff,probable_xi_experience_diff,top_order_strength_diff,middle_order_strength_diff,death_bowling_strength_diff,batting_vs_bowling_form_diff,top_order_vs_powerplay_diff,death_matchup_diff,bookmaker_prob_team1,bookmaker_prob_diff,bookmaker_market_confidence,team1_won_toss,team1_bats_first,team1_chasing_bias_edge,venue_chasing_bias,weather_temperature_c,weather_humidity_pct,weather_wind_kph,weather_rain_mm,winner_team_id,team1_won
618,2007,2008-05-06 00:00:00+00:00,120,1194,Chennai Super Kings,Deccan Chargers,600,"MA Chidambaram Stadium, Chepauk",confirmed_xi,1517.7466193414139,1461.9474911402008,0.5,55.79912820121308,19.717697878787874,0.8162699999999994,2.0,0.0,0.0,15.981525000000012,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.02109999999999,-1.7660999999999998,18.866600000000034,-8.639758585858587,0.00621919191919193,8.0,-44.6777,39.9756,15.981525000000012,20.533967878787863,-44.351192000000005,55.87072741414143,0.5,0.0,0.0,-1.0,1.0,-0.16666666666666663,0.16666666666666663,,,,,1194,0
619,2007,2008-05-07 00:00:00+00:00,4,125,Mumbai Indians,Rajasthan Royals,605,Dr DY Patil Sports Academy,confirmed_xi,1483.3479688815485,1538.5603632805012,0.5,-55.21239439895271,-43.64126393939395,-10.80619,2.0,0.0,0.0,-34.641825000000004,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-28.044100000000014,-2.6159,-45.01220000000001,-3.7591202020202132,0.01047373737373744,-9.0,34.512,-9.861600000000006,-34.641825000000004,-54.44745393939395,30.189524000000006,-44.54101620202021,0.5,0.0,0.0,1.0,-1.0,0.0,0.0,,,,,4,1
620,2007,2008-05-08 00:00:00+00:00,10,120,Delhi Daredevils,Chennai Super Kings,15,Feroz Shah Kotla,confirmed_xi,1516.7873693487027,1506.1542585721697,0.5,10.63311077653293,39.40407590909092,1.7572399999999995,1.0,0.0,0.0,1.7083499999999958,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.562200000000004,1.0928000000000004,48.425100000000015,11.349045454545461,-0.007127272727272718,3.0,-47.096,17.068799999999996,1.7083499999999958,41.16131590909093,-46.393103999999994,18.890640454545448,0.5,0.0,0.0,-1.0,1.0,-0.0,0.0,,,,,120,0
621,2007,2008-05-08 00:00:00+00:00,6,2,Kolkata Knight Riders,Royal Challengers Bangalore,11,Eden Gardens,confirmed_xi,1479.5076854585648,1473.4925569109453,0.5,6.015128547619497,29.175552727272702,4.254339999999999,1.0,0.0,0.0,5.5458,0.0,1.0,0.0,0.0,0.0,0.0,1.0,18.7339,2.1746999999999996,30.529799999999994,0.7450827272727167,-0.01625181818181818,0.0,-18.766599999999997,23.240399999999998,5.5458,33.4298927272727,-17.064864,28.793650827272728,0.5,0.0,0.0,1.0,1.0,-0.5,0.5,,,,,6,1
622,2007,2008-05-09 00:00:00+00:00,125,1194,Rajasthan Royals,Deccan Chargers,65,Sawai Mansingh Stadium,confirmed_xi,1526.9844662761805,1473.539851909445,0.5,53.44461436673555,-22.339267727272727,-0.8129699999999964,1.0,0.0,0.0,-19.825175,0.0,1.0,0.0,0.0,0.0,0.0,-3.0,-13.540500000000009,2.699200000000002,-26.055699999999973,11.282428409090912,0.021381818181818182,1.0,18.7839,8.864699999999992,-19.825175,-23.15223772727272,18.458712000000002,-10.847650715909097,0.5,0.0,0.0,1.0,-1.0,0.16666666666666663,0.16666666666666663,,,,,125,1
624,2007,2008-05-10 00:00:00+00:00,120,7,Chennai Super Kings,Kings XI Punjab,600,"MA Chidambaram Stadium, Chepauk",confirmed_xi,1516.460208586174,1528.609945638123,0.5,-12.149737051948932,-18.807242727272723,-8.025409999999997,-1.0,0.0,0.0,-16.013075,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-13.6327,-4.5296,-11.822199999999981,-19.25303636363634,-0.06911818181818186,1.0,-17.506699999999995,-23.223600000000005,-16.013075,-26.832652727272716,-20.716863999999994,-39.42920536363637,0.5,0.0,0.0,-1.0,1.0,-0.25,0.25,,,,,120,1
625,2007,2008-05-11 00:00:00+00:00,1194,6,Deccan Chargers,Kolkata Knight Riders,1,"Rajiv Gandhi International Stadium, Uppal",confirmed_xi,1465.066092326721,1489.3345734377024,0.5,-24.268481110981384,25.456014545454536,-0.44208000000000425,-1.0,0.0,0.0,10.17969999999999,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,15.041399999999996,-2.209500000000001,29.940599999999975,-12.409578181818176,-0.004306363636363608,11.0,20.235600000000005,8.3155,10.17969999999999,25.013934545454532,20.058768,18.37110421818181,0.5,0.0,0.0,-1.0,-1.0,0.5,0.5,,,,,6,0
626,2007,2008-05-11 00:00:00+00:00,125,10,Rajasthan Royals,Delhi Daredevils,65,Sawai Mansingh Stadium,confirmed_xi,1535.4582258589044,1506.4814193346983,0.5,28.97680652420604,-23.46535590909093,0.5232800000000033,0.0,0.0,0.0,2.118150000000014,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-13.81620000000001,0.16929999999999978,-27.685900000000004,-11.280081818181827,0.002727272727272731,15.0,4.372199999999999,43.1832,2.118150000000014,-22.942075909090917,4.581512,45.18854918181819,0.5,0.0,0.0,1.0,-1.0,0.25,0.25,,,,,125,1
627,2007,2008-05-12 00:00:00+00:00,7,2,Kings XI Punjab,Royal Challengers Bangalore,594,"Punjab Cricket Association Stadium, Mohali",confirmed_xi,1518.260390572162,1463.6656689318077,0.5,54.59472164035424,3.5926940909090916,-1.666120000000003,-1.0,0.0,0.0,-15.816299999999998,0.0,1.0,0.0,0.0,0.0,0.0,-3.0,3.6385000000000076,0.9824999999999999,-2.2523999999999944,3.801910227272714,0.04950227272727274,-10.0,52.6742,-18.3142,-15.816299999999998,1.9265740909090852,52.007751999999996,-34.09248089772727,0.5,0.0,0.0,-1.0,-1.0,-0.25,-0.25,,,,,7,1
628,2007,2008-05-13 00:00:00+00:00,6,10,Kolkata Knight Riders,Delhi Daredevils,11,Eden Gardens,confirmed_xi,1498.6372042034332,1497.3135104528176,0.5,1.3236937506155755,-28.053104545454488,-4.374689999999994,-1.0,0.0,0.0,4.278125000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.080899999999986,-3.7285000000000004,-33.95500000000001,-11.397645454545454,-0.005863636363636349,-5.0,-26.6543,-30.671599999999998,4.278125000000003,-32.42779454545449,-28.404175999999993,-26.507451454545453,0.5,0.0,0.0,1.0,1.0,-0.16666666666666663,0.16666666666666663,,,,,6,1
